gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35000038,442.6000061,No
Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0500031,6703.5,No
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9000015,3351.550049,Yes
Female,0,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.64999962,779.25,No
Male,0,Yes,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.10000038,259.7999878,Yes
Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.84999847,3483.449951,No
Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.09999847,4890.5,No
Male,0,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45000076,136.75,No
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.09999847,184.1499939,No
Male,1,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65000153,1315.0,No
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9000015,6767.100098,No
Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,757.9500122,No
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.0500031,6890.0,Yes
Male,0,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.54999924,1657.400024,No
Female,0,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.70000076,3008.550049,No
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.34999847,262.0499878,Yes
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.5500031,8165.100098,No
Female,0,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.64999962,875.5499878,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65000153,2649.149902,Yes
Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.20000076,220.6499939,No
Male,0,No,No,53,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.04999924,1301.900024,No
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.40000153,74.40000153,Yes
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.90000153,3326.199951,Yes
Male,0,Yes,No,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.45000076,790.0,No
Male,0,Yes,No,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.25,1237.650024,No
Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.35000038,378.6000061,No
Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.79999924,592.6500244,No
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15000153,50.15000153,No
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45000076,20.45000076,No
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999695,560.8499756,Yes
Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.40000153,3638.25,No
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.09999847,1060.199951,Yes
Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No
Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15000153,4017.449951,No
Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,854.9000244,No
Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.84999847,4174.350098,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.69999695,4920.549805,No
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,Yes
Female,0,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,810.2999878,No
Female,0,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.29999924,772.4000244,No
Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.40000153,1936.849976,No
Male,0,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.10000038,79.80000305,No
Female,0,No,No,4,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No
Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85000038,1070.5,No
Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.59999847,347.6499939,Yes
Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.19999695,999.9000244,No
Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15000153,113.0999985,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.30000305,2015.800049,No
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No
Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.29999924,246.6999969,No
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.899902,No
Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.59999847,5817.450195,No
Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.90000153,5595.299805,No
Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.19999695,4765.0,No
Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.34999847,1201.650024,No
Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35000038,867.2999878,No
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15000153,50.15000153,No
Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.79999924,3007.25,No
Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.54999924,252.75,No
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55000305,6306.5,No
Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4000015,6841.049805,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.94999695,81.94999695,Yes
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.34999847,451.1000061,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.59999847,44.59999847,No
Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.1999969,No
Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.59999847,1017.349976,No
Female,0,No,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.45000076,527.3499756,No
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.09999847,455.2999878,Yes
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.9499969,5969.850098,No
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.09999847,1235.550049,Yes
Female,0,Yes,Yes,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,22.95000076,1014.25,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.69999695,2362.100098,Yes
Female,0,Yes,No,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.45000076,1225.650024,No
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.09999847,1873.699951,Yes
Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),19.70000076,386.5,No
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15000153,6010.049805,Yes
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.650024,No
Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.9499969,7101.5,Yes
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.94999695,1043.400024,No
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.90000153,716.0999756,No
Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,1686.150024,No
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15000153,6716.450195,No
Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.0999985,7839.850098,No
Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9499969,6236.75,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.04999924,45.04999924,Yes
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes
Male,0,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.850098,No
Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55000305,3309.25,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.69999695,79.69999695,Yes
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45000076,20.45000076,No
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.699951,Yes
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.34999847,2896.399902,Yes
Female,0,Yes,No,37,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.85000038,717.5,No
Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.95000076,253.8000031,No
Male,0,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.45000076,1110.050049,No
Female,0,No,No,6,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.40000153,348.7999878,No
Male,0,No,No,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95000076,3888.649902,No
Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.09999847,6843.149902,No
Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.09999847,450.8999939,No
Male,0,Yes,Yes,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.94999695,1767.349976,Yes
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.19999695,1742.449951,No
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.79999924,297.3500061,No
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.449951,Yes
Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.40000153,1742.949951,Yes
Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45000076,2444.25,No
Female,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.39999962,949.7999878,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.800049,No
Male,0,No,No,52,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.90000153,3334.949951,No
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.84999847,2010.949951,No
Female,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.79999924,4684.299805,No
Male,0,No,No,51,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45000076,2181.550049,No
Male,0,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.95000076,1303.25,No
Male,1,Yes,No,8,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.34999847,371.3999939,No
Male,0,Yes,No,49,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65000153,2409.899902,No
Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.09999847,6155.399902,No
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.0999756,Yes
Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.34999847,2602.899902,Yes
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.80000305,4667.0,No
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55000305,824.75,Yes
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.0500031,5153.5,No
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.850098,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.90000153,69.90000153,No
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.09999847,6683.399902,No
Male,0,No,Yes,40,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.050049,No
Male,0,Yes,Yes,31,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,755.5999756,No
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.3499985,3465.050049,No
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.5999985,6292.700195,No
Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.0,1664.300049,No
Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.39999962,198.1000061,No
Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.09999847,6045.899902,No
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.6500015,4108.149902,No
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.84999847,5980.75,No
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.200195,No
Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.80000305,1029.75,Yes
Male,1,No,No,53,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45000076,2854.550049,Yes
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.94999695,7114.25,No
Male,0,No,No,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.95000076,907.0499878,No
Male,0,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.60000038,973.9500122,No
Male,0,No,No,12,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95000076,605.75,No
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.59999847,661.5499878,No
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.899902,No
Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.40000153,4494.649902,No
Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.80000305,4259.299805,Yes
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No
Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.20000076,55.70000076,No
Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15000153,1274.449951,No
Female,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.25,493.9500122,No
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.8499985,2239.649902,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.44999695,480.75,Yes
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.84999847,635.5999756,Yes
Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.149902,No
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.30000305,324.2000122,No
Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.54999924,19.54999924,No
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.550049,No
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.6500244,No
Female,0,Yes,Yes,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05000305,Yes
Female,0,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.60000038,917.1500244,No
Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.34999847,1346.900024,No
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.350098,Yes
Female,1,No,No,14,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.34999847,672.7000122,No
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,No
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.40000153,268.4500122,No
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3000031,7337.549805,No
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.8999939,Yes
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.30000305,5194.049805,No
Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.850098,No
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.1500015,6283.299805,Yes
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.399902,Yes
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65000153,196.8999939,No
Male,0,No,Yes,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.10000038,439.2000122,No
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,No
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.94999695,2107.149902,No
Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.800049,No
Female,0,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.45000076,1866.449951,No
Male,0,No,No,67,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,1430.949951,No
Male,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.85000038,1071.599976,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.90000153,6457.149902,No
Female,0,Yes,No,26,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,26.0,684.0499878,No
Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.1999969,3914.050049,No
Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05000305,3842.600098,No
Female,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.10000038,670.3499756,No
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.6500015,7880.25,No
Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.20000076,19.20000076,No
Male,0,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.90000153,298.4500122,Yes
Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,No
Male,0,No,No,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.4500122,No
Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.39999962,20.39999962,No
Male,0,Yes,No,62,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.59999847,2345.550049,No
Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No
Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.59999847,1156.349976,No
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.94999695,6143.149902,Yes
